Coin,classification_open,action_open,action_close,classification_close,count_trades,avg_pnl,total_pnl,win_rate
GRIFFAIN,Extreme Fear,open_long,close_long,Extreme Fear,214,11.385912389920424,4292.488971,0.7877984084880637
GRIFFAIN,Extreme Fear,open_short,close_short,Extreme Fear,150,16.216476103092784,3145.996364,0.845360824742268
GRIFFAIN,Fear,open_long,close_long,Fear,206,15.44457407912088,7027.281206000001,0.7758241758241758
GRIFFAIN,Fear,open_short,close_short,Fear,190,15.51202494076655,8903.902316,0.7090592334494773
GRIFFAIN,Neutral,open_long,close_long,Neutral,207,10.160703372315036,4257.334713,0.594272076372315
GRIFFAIN,Neutral,open_short,close_short,Neutral,138,6.536335719557195,1771.34698,0.7232472324723247
GRIFFAIN,Greed,open_long,close_long,Greed,233,12.85053587096774,7967.33224,0.853225806451613
GRIFFAIN,Greed,open_short,close_short,Greed,179,11.988385084805651,3392.712979,0.6289752650176679
GRIFFAIN,Extreme Greed,open_long,close_long,Extreme Greed,249,12.669692328467152,5207.243547,0.7128953771289538
GRIFFAIN,Extreme Greed,open_short,close_short,Extreme Greed,185,15.451863005509642,5609.026271,0.7741046831955923
HBAR,Extreme Fear,open_long,close_long,Extreme Fear,98,-0.1978857289156626,-32.849031000000004,0.0060240963855421
HBAR,Extreme Fear,open_short,close_short,Extreme Fear,98,23.57565539884393,4078.588384,0.9653179190751444
HBAR,Fear,open_long,close_long,Fear,104,-0.221526796491228,-63.135137,0.0070175438596491
HBAR,Fear,open_short,close_short,Fear,105,13.67363493495935,3363.714194,0.91869918699187
HBAR,Neutral,open_long,close_long,Neutral,13,-1.8874138333333328,-45.297932,0.0833333333333333
HBAR,Neutral,open_short,close_short,Neutral,19,5.594566666666667,184.62070000000003,0.8787878787878788
HBAR,Greed,open_long,close_long,Greed,103,-0.2146882253521126,-30.485728,0.0070422535211267
HBAR,Greed,open_short,close_short,Greed,100,11.053463734848483,1459.057213,0.9166666666666666
HBAR,Extreme Greed,open_long,close_long,Extreme Greed,105,-0.1788119108910891,-36.120006,0.0049504950495049
HBAR,Extreme Greed,open_short,close_short,Extreme Greed,105,21.6942838,4338.85676,0.96
HPOS,Extreme Fear,open_long,close_long,Extreme Fear,20,45.697987,1462.335584,0.96875
HPOS,Extreme Fear,open_short,close_short,Extreme Fear,38,9.155339103448275,531.009668,0.8103448275862069
HPOS,Fear,open_long,close_long,Fear,37,26.91497903529412,2287.773218,0.7529411764705882
HPOS,Fear,open_short,close_short,Fear,60,8.831088068181819,1165.703625,0.6590909090909091
HPOS,Neutral,open_long,close_long,Neutral,31,42.50393884415585,3272.803291,0.961038961038961
HPOS,Neutral,open_short,close_short,Neutral,42,-33.39034837383178,-3572.767276,0.3644859813084112
HPOS,Greed,open_long,close_long,Greed,45,43.21169782075472,4580.439969,0.9056603773584906
HPOS,Greed,open_short,close_short,Greed,51,19.238249581395348,2481.734196,0.751937984496124
HPOS,Extreme Greed,open_long,close_long,Extreme Greed,45,41.765420523076926,2714.752334,0.8923076923076924
HPOS,Extreme Greed,open_short,close_short,Extreme Greed,57,-15.4456521025641,-1204.760864,0.6153846153846154
HYPE,Extreme Fear,open_long,close_long,Extreme Fear,1997,42.12579398949387,2020858.589264,0.6488368214791962
HYPE,Extreme Fear,open_short,close_short,Extreme Fear,1962,14.88380323999389,682005.632063,0.2021954519663044
HYPE,Fear,open_long,close_long,Fear,2040,36.716289410442265,2542860.055699,0.599506187100221
HYPE,Fear,open_short,close_short,Fear,2034,25.991754012822984,1889132.66516,0.2180457334690845
HYPE,Neutral,open_long,close_long,Neutral,1820,27.38085861601058,952224.120089,0.5905339736032436
HYPE,Neutral,open_short,close_short,Neutral,1860,22.82110038634121,902232.203774,0.2082964461869229
HYPE,Greed,open_long,close_long,Greed,2039,29.0293243854516,2259149.111649,0.548835177261221
HYPE,Greed,open_short,close_short,Greed,2017,19.01475864755928,1354402.243707,0.2773870193320136
HYPE,Extreme Greed,open_long,close_long,Extreme Greed,1971,43.71744152785634,1592145.503003,0.6825008923913342
HYPE,Extreme Greed,open_short,close_short,Extreme Greed,1978,26.53466512887364,982127.560415,0.1768837975846324
HYPER,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
HYPER,Extreme Fear,open_short,close_short,Extreme Fear,28,29.44106107692308,1148.201382,1.0
HYPER,Fear,open_long,close_long,Fear,0,,0.0,
HYPER,Fear,open_short,close_short,Fear,28,30.02018397014925,2011.352326,1.0
HYPER,Neutral,open_long,close_long,Neutral,0,,0.0,
HYPER,Neutral,open_short,close_short,Neutral,18,30.25792915789474,574.900654,1.0
HYPER,Greed,open_long,close_long,Greed,0,,0.0,
HYPER,Greed,open_short,close_short,Greed,28,29.51358674766356,3157.953782,1.0
HYPER,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
HYPER,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
ILV,Extreme Fear,open_long,close_long,Extreme Fear,54,79.32879089090909,4363.083499,0.9272727272727272
ILV,Extreme Fear,open_short,close_short,Extreme Fear,79,2.4279946994219657,420.043083,0.0924855491329479
ILV,Fear,open_long,close_long,Fear,59,76.98561888571429,13472.483305,0.9314285714285714
ILV,Fear,open_short,close_short,Fear,50,18.414353603550296,3112.025759,0.3609467455621302
ILV,Neutral,open_long,close_long,Neutral,5,38.3232808,191.616404,1.0
ILV,Neutral,open_short,close_short,Neutral,49,19.34040117647059,986.36046,0.2941176470588235
ILV,Greed,open_long,close_long,Greed,59,56.28270858762886,5459.422732999999,0.9484536082474226
ILV,Greed,open_short,close_short,Greed,79,5.366957849557523,606.4662370000001,0.1504424778761062
ILV,Extreme Greed,open_long,close_long,Extreme Greed,59,92.34311595698924,8587.909784,0.9247311827956988
ILV,Extreme Greed,open_short,close_short,Extreme Greed,79,3.9655354661654143,527.4162170000001,0.1278195488721804
IMX,Extreme Fear,open_long,close_long,Extreme Fear,14,-0.0398652352941176,-0.677709,0.0
IMX,Extreme Fear,open_short,close_short,Extreme Fear,30,4.173306111111112,150.23902,0.9722222222222222
IMX,Fear,open_long,close_long,Fear,17,9.308469155555557,418.881112,0.0444444444444444
IMX,Fear,open_short,close_short,Fear,30,3.611367897435897,281.686696,0.9615384615384616
IMX,Neutral,open_long,close_long,Neutral,2,210.1425635,2101.425635,1.0
IMX,Neutral,open_short,close_short,Neutral,7,6.379234857142857,44.654644000000005,1.0
IMX,Greed,open_long,close_long,Greed,16,24.69306111764706,419.782039,0.1176470588235294
IMX,Greed,open_short,close_short,Greed,30,4.593972488372093,197.540817,0.9767441860465116
IMX,Extreme Greed,open_long,close_long,Extreme Greed,17,13.1008413125,419.226922,0.0625
IMX,Extreme Greed,open_short,close_short,Extreme Greed,30,3.682272862745098,187.795916,0.9607843137254902
INIT,Extreme Fear,open_long,close_long,Extreme Fear,15,-0.1645029999999999,-4.93509,0.0
INIT,Extreme Fear,open_short,close_short,Extreme Fear,15,23.74244093333333,712.273228,1.0
INIT,Fear,open_long,close_long,Fear,15,-0.1645029999999999,-2.467545,0.0
INIT,Fear,open_short,close_short,Fear,15,23.74244093333333,356.136614,1.0
INIT,Neutral,open_long,close_long,Neutral,15,-0.1645029999999999,-2.467545,0.0
INIT,Neutral,open_short,close_short,Neutral,15,23.74244093333333,356.136614,1.0
INIT,Greed,open_long,close_long,Greed,15,-0.1645029999999999,-9.87018,0.0
INIT,Greed,open_short,close_short,Greed,15,23.74244093333333,1424.546456,1.0
INIT,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
INIT,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
INJ,Extreme Fear,open_long,close_long,Extreme Fear,44,48.31391706097561,3961.741199,0.3414634146341463
INJ,Extreme Fear,open_short,close_short,Extreme Fear,55,2.503503764044944,222.811835,0.8426966292134831
INJ,Fear,open_long,close_long,Fear,57,66.60665199137931,7726.371631,0.4482758620689655
INJ,Fear,open_short,close_short,Fear,81,14.540665413173652,2428.291124,0.874251497005988
INJ,Neutral,open_long,close_long,Neutral,21,114.88061736363638,2527.373582,0.7272727272727273
INJ,Neutral,open_short,close_short,Neutral,17,62.30267883333334,1121.448219,0.8888888888888888
INJ,Greed,open_long,close_long,Greed,54,105.64118746280992,12782.583683,0.6942148760330579
INJ,Greed,open_short,close_short,Greed,61,30.701782691588782,3285.090748,0.7757009345794392
INJ,Extreme Greed,open_long,close_long,Extreme Greed,57,62.13372289361702,5840.569952,0.3829787234042553
INJ,Extreme Greed,open_short,close_short,Extreme Greed,81,14.393114850746269,1928.67739,0.9253731343283582
IO,Extreme Fear,open_long,close_long,Extreme Fear,185,-0.175442981264637,-74.914153,0.0
IO,Extreme Fear,open_short,close_short,Extreme Fear,107,-188.42793747008545,-44092.137368,0.3717948717948718
IO,Fear,open_long,close_long,Fear,186,-0.1734599747474747,-68.69015,0.0
IO,Fear,open_short,close_short,Fear,116,-163.42822840520446,-43962.193441,0.4572490706319702
IO,Neutral,open_long,close_long,Neutral,135,-0.1874432129032258,-29.053698,0.0
IO,Neutral,open_short,close_short,Neutral,84,-200.7945417009346,-21485.015962,0.4672897196261682
IO,Greed,open_long,close_long,Greed,187,-0.1765209153846154,-68.843157,0.0
IO,Greed,open_short,close_short,Greed,115,-188.3212943663793,-43690.540293,0.4396551724137931
IO,Extreme Greed,open_long,close_long,Extreme Greed,72,-0.1275294711538461,-13.263065,0.0
IO,Extreme Greed,open_short,close_short,Extreme Greed,51,-3.92448867948718,-306.110117,0.5897435897435898
IOTA,Extreme Fear,open_long,close_long,Extreme Fear,3,-1.547065666666667,-9.282394,0.0
IOTA,Extreme Fear,open_short,close_short,Extreme Fear,3,-0.504242,-3.025452,0.0
IOTA,Fear,open_long,close_long,Fear,3,-1.547065666666667,-4.641197,0.0
IOTA,Fear,open_short,close_short,Fear,3,-0.504242,-1.512726,0.0
IOTA,Neutral,open_long,close_long,Neutral,3,-1.547065666666667,-4.641197,0.0
IOTA,Neutral,open_short,close_short,Neutral,3,-0.504242,-1.512726,0.0
IOTA,Greed,open_long,close_long,Greed,3,-1.547065666666667,-4.641197,0.0
IOTA,Greed,open_short,close_short,Greed,3,-0.504242,-1.512726,0.0
IOTA,Extreme Greed,open_long,close_long,Extreme Greed,3,-1.547065666666667,-9.282394,0.0
IOTA,Extreme Greed,open_short,close_short,Extreme Greed,3,-0.504242,-3.025452,0.0
IP,Extreme Fear,open_long,close_long,Extreme Fear,90,9.156723792746114,1767.247692,0.5284974093264249
IP,Extreme Fear,open_short,close_short,Extreme Fear,85,8.594357215189874,1357.90844,0.810126582278481
IP,Fear,open_long,close_long,Fear,168,6.191340345898005,2792.294496,0.6851441241685144
IP,Fear,open_short,close_short,Fear,213,4.179384580912863,3021.695052,0.3886583679114799
IP,Neutral,open_long,close_long,Neutral,154,12.907563616666666,3872.269085,0.74
IP,Neutral,open_short,close_short,Neutral,198,4.223526976545842,1980.834152,0.4989339019189765
IP,Greed,open_long,close_long,Greed,168,9.259967903010034,2768.730403,0.5919732441471572
IP,Greed,open_short,close_short,Greed,213,5.62908774801061,2122.166081,0.5623342175066313
IP,Extreme Greed,open_long,close_long,Extreme Greed,168,10.372046357894735,2956.0332120000003,0.6947368421052632
IP,Extreme Greed,open_short,close_short,Extreme Greed,206,3.966262821958457,1336.630571,0.5252225519287834
JELLY,Extreme Fear,open_long,close_long,Extreme Fear,168,74.96896967555557,16868.018177,0.8933333333333333
JELLY,Extreme Fear,open_short,close_short,Extreme Fear,304,43.99948778425197,27939.674743,0.9118110236220472
JELLY,Fear,open_long,close_long,Fear,276,30.507013861003863,15802.63318,0.8532818532818532
JELLY,Fear,open_short,close_short,Fear,413,38.4109754,45901.115603,0.8502092050209205
JELLY,Neutral,open_long,close_long,Neutral,225,28.66437312248996,14274.857815,0.8514056224899599
JELLY,Neutral,open_short,close_short,Neutral,326,16.72190554863813,8595.059452,0.6789883268482491
JELLY,Greed,open_long,close_long,Greed,285,34.969500989908255,38116.756079,0.8486238532110092
JELLY,Greed,open_short,close_short,Greed,441,38.64742233059418,61140.222127,0.8426042983565107
JELLY,Extreme Greed,open_long,close_long,Extreme Greed,285,49.71918451639344,18197.221533,0.855191256830601
JELLY,Extreme Greed,open_short,close_short,Extreme Greed,449,26.2227157919911,23574.221497,0.7975528364849833
JTO,Extreme Fear,open_long,close_long,Extreme Fear,45,-26.86328789411765,-2283.379471,0.6470588235294118
JTO,Extreme Fear,open_short,close_short,Extreme Fear,15,-1.283471857142857,-35.937211999999995,0.2857142857142857
JTO,Fear,open_long,close_long,Fear,72,132.83742061344535,15807.653053,0.680672268907563
JTO,Fear,open_short,close_short,Fear,46,0.2419311595744681,22.741529000000003,0.1063829787234042
JTO,Neutral,open_long,close_long,Neutral,67,107.8614256617647,7334.576945,0.7941176470588235
JTO,Neutral,open_short,close_short,Neutral,44,-0.1013472708333333,-4.864669000000001,0.1041666666666666
JTO,Greed,open_long,close_long,Greed,72,107.84977905882351,22001.354928,0.7892156862745098
JTO,Greed,open_short,close_short,Greed,47,-0.5824541544117646,-79.213765,0.0661764705882353
JTO,Extreme Greed,open_long,close_long,Extreme Greed,72,147.72728846728972,15806.819866,0.7476635514018691
JTO,Extreme Greed,open_short,close_short,Extreme Greed,46,-0.5985614352941176,-50.877722,0.0588235294117647
JUP,Extreme Fear,open_long,close_long,Extreme Fear,307,69.4108216793893,36371.27056,0.5973282442748091
JUP,Extreme Fear,open_short,close_short,Extreme Fear,187,31.650603983050843,9336.928175,0.4372881355932203
JUP,Fear,open_long,close_long,Fear,314,80.05008588974358,62439.066994,0.4307692307692308
JUP,Fear,open_short,close_short,Fear,188,35.36511788735632,15383.826281,0.5586206896551724
JUP,Neutral,open_long,close_long,Neutral,261,113.88365732755634,65710.870278,0.3258232235701906
JUP,Neutral,open_short,close_short,Neutral,160,41.84381039612188,15105.615553,0.6232686980609419
JUP,Greed,open_long,close_long,Greed,280,96.22405522067902,62353.187783,0.4799382716049383
JUP,Greed,open_short,close_short,Greed,165,56.42273432637076,21609.907247,0.6005221932114883
JUP,Extreme Greed,open_long,close_long,Extreme Greed,223,13.77877505323194,3623.817839,0.5361216730038023
JUP,Extreme Greed,open_short,close_short,Extreme Greed,116,29.79480202666667,4469.220304,0.3733333333333333
KAITO,Extreme Fear,open_long,close_long,Extreme Fear,195,28.93506852955083,12239.533988,0.2364066193853428
KAITO,Extreme Fear,open_short,close_short,Extreme Fear,123,-117.70492188709676,-21893.115471,0.1236559139784946
KAITO,Fear,open_long,close_long,Fear,219,-10.45346613138686,-5728.49944,0.2335766423357664
KAITO,Fear,open_short,close_short,Fear,144,-56.60187689717223,-22018.130113,0.2622107969151671
KAITO,Neutral,open_long,close_long,Neutral,152,8.90194814832536,1860.507163,0.3062200956937799
KAITO,Neutral,open_short,close_short,Neutral,144,-79.31746671717173,-15704.85841,0.2525252525252525
KAITO,Greed,open_long,close_long,Greed,219,-19.74398304435995,-15578.002622,0.1343472750316856
KAITO,Greed,open_short,close_short,Greed,138,-36.59247706711409,-10904.558166,0.3255033557046979
KAITO,Extreme Greed,open_long,close_long,Extreme Greed,107,122.08330548087432,22341.244903,0.6229508196721312
KAITO,Extreme Greed,open_short,close_short,Extreme Greed,102,-95.34858300591716,-16113.910528,0.2840236686390532
LAYER,Extreme Fear,open_long,close_long,Extreme Fear,274,48.65093784629629,26271.506437,0.0481481481481481
LAYER,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
LAYER,Fear,open_long,close_long,Fear,311,107.027381853139,95468.424613,0.1939461883408071
LAYER,Fear,open_short,close_short,Fear,81,-208.0667482458333,-49936.019579,0.0
LAYER,Neutral,open_long,close_long,Neutral,269,164.12024602056556,63842.775702,0.3187660668380462
LAYER,Neutral,open_short,close_short,Neutral,81,-190.2367267485714,-33291.427181,0.0
LAYER,Greed,open_long,close_long,Greed,311,68.06608588940956,72626.513644,0.1171508903467666
LAYER,Greed,open_short,close_short,Greed,81,-178.03497194117645,-33292.539753,0.0
LAYER,Extreme Greed,open_long,close_long,Extreme Greed,171,184.76225146,36952.450292,0.32
LAYER,Extreme Greed,open_short,close_short,Extreme Greed,81,-193.55479487209303,-16645.712359,0.0
LDO,Extreme Fear,open_long,close_long,Extreme Fear,42,-0.0761641666666666,-5.48382,0.0
LDO,Extreme Fear,open_short,close_short,Extreme Fear,43,6.100703986666667,457.552799,0.96
LDO,Fear,open_long,close_long,Fear,36,-0.0559441585365853,-4.587421,0.0
LDO,Fear,open_short,close_short,Fear,43,6.169643989583332,592.2858229999999,0.9583333333333334
LDO,Neutral,open_long,close_long,Neutral,15,-0.1185275,-2.37055,0.0
LDO,Neutral,open_short,close_short,Neutral,14,11.885350666666666,285.248416,1.0
LDO,Greed,open_long,close_long,Greed,42,-0.0866204861111111,-6.236675,0.0
LDO,Greed,open_short,close_short,Greed,44,6.083965658227848,480.633287,0.9367088607594936
LDO,Extreme Greed,open_long,close_long,Extreme Greed,32,-0.0565032068965517,-3.277186,0.0
LDO,Extreme Greed,open_short,close_short,Extreme Greed,39,5.751284342857143,402.589904,0.9571428571428572
LINK,Extreme Fear,open_long,close_long,Extreme Fear,111,1.67991548,335.983096,0.325
LINK,Extreme Fear,open_short,close_short,Extreme Fear,139,15.275527939914165,3559.19801,0.5150214592274678
LINK,Fear,open_long,close_long,Fear,132,11.337415563253012,3764.021967,0.5
LINK,Fear,open_short,close_short,Fear,153,23.899966449648712,10205.285674,0.4543325526932084
LINK,Neutral,open_long,close_long,Neutral,64,5.265841283333333,631.900954,0.5666666666666667
LINK,Neutral,open_short,close_short,Neutral,70,27.319276915966384,3250.993953,0.3193277310924369
LINK,Greed,open_long,close_long,Greed,130,7.274425367521367,1702.215536,0.4700854700854701
LINK,Greed,open_short,close_short,Greed,144,35.68099324460432,9919.316122,0.39568345323741
LINK,Extreme Greed,open_long,close_long,Extreme Greed,129,7.929734151376147,1728.682045,0.4403669724770642
LINK,Extreme Greed,open_short,close_short,Extreme Greed,151,1.2580969962962965,339.686189,0.5222222222222223
LISTA,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
LISTA,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
LISTA,Fear,open_long,close_long,Fear,0,,0.0,
LISTA,Fear,open_short,close_short,Fear,1,4.135378,12.406134000000002,1.0
LISTA,Neutral,open_long,close_long,Neutral,0,,0.0,
LISTA,Neutral,open_short,close_short,Neutral,1,4.135378,8.270756,1.0
LISTA,Greed,open_long,close_long,Greed,0,,0.0,
LISTA,Greed,open_short,close_short,Greed,1,4.135378,8.270756,1.0
LISTA,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
LISTA,Extreme Greed,open_short,close_short,Extreme Greed,1,4.135378,4.135378,1.0
LOOM,Extreme Fear,open_long,close_long,Extreme Fear,2,107.3595855,429.438342,1.0
LOOM,Extreme Fear,open_short,close_short,Extreme Fear,2,-0.087545,-0.17509,0.0
LOOM,Fear,open_long,close_long,Fear,2,107.3595855,214.719171,1.0
LOOM,Fear,open_short,close_short,Fear,2,-0.087545,-0.17509,0.0
LOOM,Neutral,open_long,close_long,Neutral,2,107.3595855,429.438342,1.0
LOOM,Neutral,open_short,close_short,Neutral,2,-0.087545,-0.52527,0.0
LOOM,Greed,open_long,close_long,Greed,2,107.3595855,214.719171,1.0
LOOM,Greed,open_short,close_short,Greed,0,,0.0,
LOOM,Extreme Greed,open_long,close_long,Extreme Greed,2,107.3595855,429.438342,1.0
LOOM,Extreme Greed,open_short,close_short,Extreme Greed,2,-0.087545,-0.35018,0.0
LTC,Extreme Fear,open_long,close_long,Extreme Fear,80,18.738016368421054,2136.133866,0.2894736842105263
LTC,Extreme Fear,open_short,close_short,Extreme Fear,85,24.26141391275168,3614.950673,0.87248322147651
LTC,Fear,open_long,close_long,Fear,79,24.92400019883041,4262.004034,0.3859649122807017
LTC,Fear,open_short,close_short,Fear,83,57.64917814619884,9858.009463,0.7777777777777778
LTC,Neutral,open_long,close_long,Neutral,46,50.98155540476191,4282.450654,0.7857142857142857
LTC,Neutral,open_short,close_short,Neutral,46,71.43461234444445,6429.115111,0.5777777777777777
LTC,Greed,open_long,close_long,Greed,76,23.736987111111112,2136.32884,0.3666666666666666
LTC,Greed,open_short,close_short,Greed,80,2.874678692913386,365.084194,0.8503937007874016
LTC,Extreme Greed,open_long,close_long,Extreme Greed,80,16.6827418046875,2135.390951,0.2578125
LTC,Extreme Greed,open_short,close_short,Extreme Greed,87,41.12574627108434,6826.873881,0.8855421686746988
MANTA,Extreme Fear,open_long,close_long,Extreme Fear,35,-0.0278336197183098,-1.976187,0.0
MANTA,Extreme Fear,open_short,close_short,Extreme Fear,49,23.8453043963964,2646.828788,0.8108108108108109
MANTA,Fear,open_long,close_long,Fear,31,-0.0160686849315068,-1.173014,0.0
MANTA,Fear,open_short,close_short,Fear,40,46.695340071428575,3922.408566,0.8214285714285714
MANTA,Neutral,open_long,close_long,Neutral,4,-0.05729175,-0.229167,0.0
MANTA,Neutral,open_short,close_short,Neutral,17,22.8935662,572.339155,1.0
MANTA,Greed,open_long,close_long,Greed,34,-0.0230374749999999,-0.921499,0.0
MANTA,Greed,open_short,close_short,Greed,53,29.673525951612906,1839.758609,0.8548387096774194
MANTA,Extreme Greed,open_long,close_long,Extreme Greed,35,-0.0227081267605633,-1.612277,0.0
MANTA,Extreme Greed,open_short,close_short,Extreme Greed,53,26.783501711538463,2785.484178,0.8269230769230769
MATIC,Extreme Fear,open_long,close_long,Extreme Fear,13,-7.375755639999999,-184.393891,0.32
MATIC,Extreme Fear,open_short,close_short,Extreme Fear,9,-1.903716363636364,-20.94088,0.0
MATIC,Fear,open_long,close_long,Fear,18,4.86726419512195,199.557832,0.5365853658536586
MATIC,Fear,open_short,close_short,Fear,14,-1.5761276279069767,-67.773488,0.0
MATIC,Neutral,open_long,close_long,Neutral,4,23.38196425,93.527857,1.0
MATIC,Neutral,open_short,close_short,Neutral,2,-0.62508,-1.25016,0.0
MATIC,Greed,open_long,close_long,Greed,16,1.7885894482758624,51.86909400000001,0.6896551724137931
MATIC,Greed,open_short,close_short,Greed,14,-1.362474,-31.336902,0.0
MATIC,Extreme Greed,open_long,close_long,Extreme Greed,18,11.687529464285712,327.250825,0.3571428571428571
MATIC,Extreme Greed,open_short,close_short,Extreme Greed,14,-1.7803168571428571,-37.386654,0.0
MAV,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
MAV,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
MAV,Fear,open_long,close_long,Fear,1,0.015361,0.015361,1.0
MAV,Fear,open_short,close_short,Fear,0,,0.0,
MAV,Neutral,open_long,close_long,Neutral,1,0.015361,0.030722,1.0
MAV,Neutral,open_short,close_short,Neutral,0,,0.0,
MAV,Greed,open_long,close_long,Greed,1,0.015361,0.061444,1.0
MAV,Greed,open_short,close_short,Greed,0,,0.0,
MAV,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
MAV,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
MAVIA,Extreme Fear,open_long,close_long,Extreme Fear,115,28.30392874637681,3905.942167,0.6811594202898551
MAVIA,Extreme Fear,open_short,close_short,Extreme Fear,129,23.888083301369864,3487.660162,0.9863013698630136
MAVIA,Fear,open_long,close_long,Fear,120,34.52838371428572,9667.94744,0.675
MAVIA,Fear,open_short,close_short,Fear,133,25.089612473809524,10537.637239,0.988095238095238
MAVIA,Neutral,open_long,close_long,Neutral,112,26.0442485037594,6927.770102,0.5451127819548872
MAVIA,Neutral,open_short,close_short,Neutral,126,19.58748087894737,3721.621367,0.9894736842105264
MAVIA,Greed,open_long,close_long,Greed,120,42.93219374230769,11162.370373,0.8
MAVIA,Greed,open_short,close_short,Greed,133,24.13918392857143,9124.611525,0.9867724867724867
MAVIA,Extreme Greed,open_long,close_long,Extreme Greed,100,45.85000525,5502.00063,0.6333333333333333
MAVIA,Extreme Greed,open_short,close_short,Extreme Greed,57,26.84511762121212,1771.777763,0.9696969696969696
ME,Extreme Fear,open_long,close_long,Extreme Fear,128,39.96236060386474,8272.208645,0.1159420289855072
ME,Extreme Fear,open_short,close_short,Extreme Fear,101,140.27487397695853,30439.647653,0.9861751152073732
ME,Fear,open_long,close_long,Fear,203,6.280906722477065,2738.475331,0.018348623853211
ME,Fear,open_short,close_short,Fear,183,64.6003054787472,28876.336549,0.7651006711409396
ME,Neutral,open_long,close_long,Neutral,143,-0.0527925295950155,-16.946402,0.0
ME,Neutral,open_short,close_short,Neutral,98,-34.856000554385965,-9933.960158,0.4526315789473684
ME,Greed,open_long,close_long,Greed,219,7.389671607816711,5483.136333,0.0215633423180593
ME,Greed,open_short,close_short,Greed,183,83.44069771077505,44140.129089,0.8298676748582231
ME,Extreme Greed,open_long,close_long,Extreme Greed,191,11.359765900826448,2749.063348,0.0330578512396694
ME,Extreme Greed,open_short,close_short,Extreme Greed,183,41.739361735930736,9641.792561,0.7012987012987013
MELANIA,Extreme Fear,open_long,close_long,Extreme Fear,942,18.03739811887216,56294.719529,0.1054149311118231
MELANIA,Extreme Fear,open_short,close_short,Extreme Fear,933,183.58546013909185,703499.483253,0.8901356993736952
MELANIA,Fear,open_long,close_long,Fear,984,7.510824825340315,35864.188541,0.0676439790575916
MELANIA,Fear,open_short,close_short,Fear,953,177.9429945952777,535074.584748,0.8812770202859993
MELANIA,Neutral,open_long,close_long,Neutral,700,-9.93805584555382,-19110.881391,0.0504420176807072
MELANIA,Neutral,open_short,close_short,Neutral,504,235.53304052827136,291589.904174,0.7310177705977383
MELANIA,Greed,open_long,close_long,Greed,988,6.897623832790091,42323.819838,0.0482398956975228
MELANIA,Greed,open_short,close_short,Greed,922,156.13265450581395,1127902.29615,0.8923034330011074
MELANIA,Extreme Greed,open_long,close_long,Extreme Greed,982,3.11878935486412,7918.606172000001,0.0724694761717211
MELANIA,Extreme Greed,open_short,close_short,Extreme Greed,611,295.33545825733444,352335.201701,0.8482816429170159
MEME,Extreme Fear,open_long,close_long,Extreme Fear,32,52.237551386363634,2298.452261,0.5227272727272727
MEME,Extreme Fear,open_short,close_short,Extreme Fear,19,21.9952624,659.8578719999999,0.9666666666666668
MEME,Fear,open_long,close_long,Fear,56,89.08175417741936,11046.137518,0.4193548387096774
MEME,Fear,open_short,close_short,Fear,30,22.889217514705884,1556.466791,0.9558823529411764
MEME,Neutral,open_long,close_long,Neutral,50,76.89613987037036,4152.391553,0.4259259259259259
MEME,Neutral,open_short,close_short,Neutral,29,34.337727216216216,1270.495907,1.0
MEME,Greed,open_long,close_long,Greed,55,45.78011408181818,5035.812549,0.4454545454545454
MEME,Greed,open_short,close_short,Greed,31,23.69021234426229,1445.1029529999998,0.9344262295081968
MEME,Extreme Greed,open_long,close_long,Extreme Greed,39,51.26410481730769,5331.466901,0.2019230769230769
MEME,Extreme Greed,open_short,close_short,Extreme Greed,27,34.95675434482759,2027.491752,1.0
MERL,Extreme Fear,open_long,close_long,Extreme Fear,1,-3.189324,-3.189324,0.0
MERL,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
MERL,Fear,open_long,close_long,Fear,0,,0.0,
MERL,Fear,open_short,close_short,Fear,0,,0.0,
MERL,Neutral,open_long,close_long,Neutral,0,,0.0,
MERL,Neutral,open_short,close_short,Neutral,0,,0.0,
MERL,Greed,open_long,close_long,Greed,1,-3.189324,-19.135944,0.0
MERL,Greed,open_short,close_short,Greed,0,,0.0,
MERL,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
MERL,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
MEW,Extreme Fear,open_long,close_long,Extreme Fear,2,-0.0174935,-0.034987,0.0
MEW,Extreme Fear,open_short,close_short,Extreme Fear,7,4.44614925,35.569194,1.0
